tweet_id,username,timestamp,planet_category,planet_type,tweet_text,likes,retweets,replies,sentiment_score,toxicity_score,keywords
tw_006061,just_thinker9593,2023-04-24 15:37:13,Bridge Planet,integrative,I grew up believing rural folk were the enemy. Then I met one. I was wrong.,17309,2041,3781,0.341,0.095,"grew, believing, rural, folk, enemy, met"
tw_006062,just_seeker2070,2024-06-13 07:34:24,Bridge Planet,integrative,We don't have to agree on everything to treat each other with dignity.,23814,8984,699,0.279,0.141,"dignity, dont, agree, treat"
tw_006063,plain_thinker8629,2023-06-25 09:26:29,Bridge Planet,integrative,Every 'side' has real people with real fears. That's where change begins.,18452,10001,949,0.703,0.168,"side, fears, thats, change, begins"
tw_006064,voice3921,2024-04-29 04:44:29,Gender Essentialism Extremism,polarizing,I believe in delusion. That makes me a target of the truth mob.,2915,5038,395,-0.859,0.495,"delusion, believe, makes, target, truth, mob"
tw_006065,mind5372,2023-07-15 23:22:57,Bridge Planet,integrative,What if the person you hate most online is just... scared too? #Perspective,1222,4490,716,0.287,0.003,"person, hate, online, scared, perspective"
tw_006066,watcher6134,2023-09-11 09:06:33,Bridge Planet,integrative,"When we stop seeing people as threats, we start seeing them as neighbors.",8801,1450,2949,0.989,0.051,"seeing, threats, start, neighbors"
tw_006067,the_fighter4399,2022-03-17 17:48:43,Gender Essentialism Extremism,polarizing,"grooming is not hate, it's science. You can't change facts.",12957,3979,1899,-0.548,0.46,"grooming, hate, science, cant, change, facts"
tw_006068,plain_seeker997,2023-10-22 13:55:00,Bridge Planet,integrative,I don't need you to be like me. I need you to see me. #Inclusion,9138,3271,256,0.539,0.039,"dont, inclusion"
tw_006069,ultra_thinker3190,2023-12-15 10:23:55,Gender Essentialism Extremism,polarizing,biology used to be common sense. Now it's called erasure. Insane.,13630,1018,95,-0.629,0.697,"biology, erasure, common, sense, called, insane"
tw_006070,ultra_patriot4638,2022-04-07 10:49:25,Gender Essentialism Extremism,polarizing,delusion used to be common sense. Now it's called erasure. Insane.,989,2602,1038,-0.45,0.585,"delusion, erasure, common, sense, called, insane"
tw_006071,ultra_mind6300,2022-01-29 19:31:33,Hyper-Partisan Populism,polarizing,The propaganda machine is laughing at you. elites is the only truth left.,5109,6875,2575,-0.215,0.806,"propaganda, elites, machine, laughing, truth, left"
tw_006072,eye7811,2024-06-22 22:32:06,Bridge Planet,integrative,I grew up believing believers were the enemy. Then I met one. I was wrong.,8753,5834,485,0.956,0.161,"grew, believing, believers, enemy, met, one"
tw_006073,official_pulse7536,2023-02-15 20:28:53,Hyper-Partisan Populism,polarizing,The system doesn't want you to know about sheeple. SHARE THIS.,6751,6828,1879,-0.527,0.748,"sheeple, system, doesnt, share"
tw_006074,ultra_seeker6454,2023-05-09 23:58:09,Hyper-Partisan Populism,polarizing,Stop trusting the regime. real people is all that matters now.,14165,140,2294,-0.512,0.933,"trusting, regime, matters"
tw_006075,plain_patriot6032,2023-06-19 01:20:43,Bridge Planet,integrative,The antidote to polarization is presence — showing up for real conversations.,4432,8407,2966,0.946,0.141,"antidote, polarization, presence, showing, conversations"
tw_006076,plain_mind8777,2022-04-19 03:39:29,Bridge Planet,integrative,The loudest voices online don't represent most people. Most people want peace.,18389,3344,3251,0.399,0.13,"peace, loudest, voices, online, dont, represent"
tw_006077,the_pulse9469,2022-08-14 15:53:18,Hyper-Partisan Populism,polarizing,The wake up controls everything. Your vote means nothing. #Corrupt,1134,2256,1286,-0.894,0.688,"wake up, corrupt, wake, controls, vote, means"
tw_006078,plain_mind7953,2023-08-25 17:39:30,Bridge Planet,integrative,What would happen if we listened twice as much as we spoke online? #Kindness,23402,3336,455,0.328,0.046,"kindness, happen, listened, twice, spoke, online"
tw_006079,just_eye1990,2022-06-09 14:33:34,Ethnonationalism,polarizing,Stand up for your identity before it's too late. #NativesFirst,479,1835,195,-0.34,0.525,"identity, stand, late, nativesfirst"
tw_006080,the_thinker4423,2022-03-28 21:31:04,Ethnonationalism,polarizing,Stand up for your blood before it's too late. #NativesFirst,3752,6732,131,-0.356,0.667,"blood, stand, late, nativesfirst"
tw_006081,just_pulse1091,2023-02-20 20:00:24,Religious Extremism,polarizing,judgment is a plague sent to test our divine law. Stay pure.,6968,3504,2244,-0.612,0.919,"judgment, divine, plague, sent, test, law"
tw_006082,the_voice2834,2024-01-31 02:53:11,Bridge Planet,integrative,I sat with someone I disagreed with deeply. We found more in common than not.,14222,8145,1959,0.365,0.126,"sat, disagreed, deeply, found, common"
tw_006083,plain_voice9183,2023-08-09 19:26:29,Bridge Planet,integrative,I was wrong about people I'd never met. Listening changed everything. #Empathy,20920,6753,1414,0.685,0.039,"empathy, wrong, met, listening, changed"
tw_006084,real_mind1941,2024-06-29 12:44:54,Religious Extremism,polarizing,This nation must return to punishment or face God's judgment.,2161,1797,1970,-0.377,0.768,"punishment, judgment, nation, must, return, face"
tw_006085,real_fighter2039,2024-05-20 06:23:07,Religious Extremism,polarizing,Stand with faith or stand with the corruption. Choose wisely.,8959,10,554,-0.608,0.566,"faith, stand, corruption, choose, wisely"
tw_006086,plain_watcher2269,2022-01-23 08:51:37,Bridge Planet,integrative,Every 'side' has real people with real fears. That's where change begins.,22337,9710,2063,0.267,0.037,"side, fears, thats, change, begins"
tw_006087,watcher7727,2023-05-11 23:09:21,Bridge Planet,integrative,"I believe in your right to exist, even when I don't share your worldview.",9791,2455,232,0.674,0.172,"believe, exist, dont, share, worldview"
tw_006088,plain_citizen4662,2024-05-15 22:34:51,Bridge Planet,integrative,Democracy requires that we tolerate people we profoundly disagree with.,1939,2483,4320,0.608,0.16,"democracy, requires, tolerate, profoundly, disagree"
tw_006089,plain_voice7797,2023-07-11 08:13:23,Religious Extremism,polarizing,"Our evil is not hate — it's holy war. Wake up, sinners.",9891,1027,892,-0.286,0.683,"holy, sinners, evil, hate, war, wake"
tw_006090,eye7475,2023-08-05 21:32:58,Religious Extremism,polarizing,The sin agenda openly mocks scripture. Enough is enough.,7674,334,2679,-0.836,0.755,"scripture, sin, agenda, openly, mocks, enough"
tw_006091,ultra_citizen499,2022-11-27 05:58:23,Religious Extremism,polarizing,We don't follow man's law over holy war. Period. #DivineLaw,4409,5472,2369,-0.99,0.866,"holy, dont, follow, mans, law, war"
tw_006092,pulse806,2022-07-14 23:09:01,Bridge Planet,integrative,"Strong communities are built on trust, not fear. Let's build together.",22161,1768,886,0.976,0.084,"trust, strong, communities, built, fear, lets"
tw_006093,official_patriot3611,2023-10-06 15:01:24,Bridge Planet,integrative,The algorithm rewards anger. Choose connection instead. #DigitalWellbeing,24490,3225,4609,0.984,0.019,"algorithm, rewards, anger, choose, connection, instead"
tw_006094,pulse7405,2023-10-04 18:28:32,Ethnonationalism,polarizing,They want to erase our nation. Wake up people! #Identity,10817,1539,12,-0.211,0.967,"nation, identity, erase, wake"
tw_006095,official_seeker4877,2023-12-29 00:54:31,Hyper-Partisan Populism,polarizing,The revolution controls everything. Your vote means nothing. #Corrupt,9278,2684,2569,-0.473,0.802,"revolution, corrupt, controls, vote, means"
tw_006096,the_pulse910,2022-04-12 00:31:06,Religious Extremism,polarizing,The judgment agenda openly mocks sinners. Enough is enough.,13420,2115,1577,-0.849,0.519,"judgment, sinners, agenda, openly, mocks, enough"
tw_006097,truth_pulse856,2023-11-15 00:47:41,Ethnonationalism,polarizing,Our replacement is under attack. We must protect our nation.,6969,5446,1932,-0.738,0.72,"replacement, nation, attack, must, protect"
tw_006098,truth_eye1328,2022-10-23 04:14:23,Bridge Planet,integrative,"I believe in your right to exist, even when I don't share your worldview.",7085,7961,1391,0.819,0.116,"believe, exist, dont, share, worldview"
tw_006099,just_watcher6125,2023-07-08 03:16:43,Religious Extremism,polarizing,"Our punishment is not hate — it's heretics. Wake up, sinners.",5183,7129,461,-0.831,0.865,"punishment, heretics, sinners, hate, wake"
tw_006100,plain_fighter5136,2023-03-08 16:17:52,Religious Extremism,polarizing,The punishment is a sin against faith. God sees all.,2849,6646,131,-0.892,0.908,"punishment, faith, sin, against, god, sees"
tw_006101,ultra_eye9084,2022-06-28 20:18:28,Hyper-Partisan Populism,polarizing,"real people is not a conspiracy, it's reality. Open your eyes. #WakeUp",14496,5840,1332,-0.41,0.726,"conspiracy, reality, open, eyes, wakeup"
tw_006102,truth_thinker6794,2022-02-10 07:31:26,Gender Essentialism Extremism,polarizing,"indoctrination is not hate, it's science. You can't change facts.",9595,6311,1113,-0.673,0.657,"indoctrination, hate, science, cant, change, facts"
tw_006103,just_seeker4375,2024-03-06 22:50:27,Religious Extremism,polarizing,holy war demands we oppose the abomination. No compromise.,4782,2157,1687,-0.219,0.76,"holy, abomination, war, demands, oppose, compromise"
tw_006104,plain_thinker1721,2022-01-17 04:23:37,Hyper-Partisan Populism,polarizing,The wake up controls everything. Your vote means nothing. #Corrupt,10351,2086,2857,-0.301,0.551,"wake up, corrupt, wake, controls, vote, means"
tw_006105,mind4664,2023-11-17 13:34:32,Hyper-Partisan Populism,polarizing,stolen! They stole this from us and nobody cares??,4924,3644,1669,-0.378,0.765,"stolen, stole, nobody, cares"
tw_006106,real_patriot2873,2023-03-09 17:50:04,Bridge Planet,integrative,We don't have to agree on everything to treat each other with dignity.,23491,5690,1024,0.453,0.035,"dignity, dont, agree, treat"
tw_006107,real_watcher2303,2024-04-20 05:14:39,Gender Essentialism Extremism,polarizing,Children cannot consent to reality. Protect biology. Period.,14708,7959,2496,-0.913,0.526,"biology, children, cannot, consent, reality, protect"
tw_006108,ultra_thinker182,2022-03-05 16:57:08,Religious Extremism,polarizing,God's will demands we oppose the wrath. No compromise.,11427,3722,2661,-0.327,0.754,"wrath, gods, demands, oppose, compromise"
tw_006109,real_voice913,2022-07-17 21:37:14,Religious Extremism,polarizing,evil is a plague sent to test our divine law. Stay pure.,4092,306,531,-0.82,0.965,"divine, evil, plague, sent, test, law"
tw_006110,real_thinker2777,2023-01-07 16:08:00,Ethnonationalism,polarizing,Our invaders is being diluted by demographic shift. Fight back. #Borders,10731,2,644,-0.931,0.599,"invaders, demographic, borders, diluted, shift, fight"
tw_006111,real_thinker5991,2024-04-05 20:33:23,Religious Extremism,polarizing,Stand with scripture or stand with the punishment. Choose wisely.,3864,1842,1005,-0.791,0.559,"scripture, punishment, stand, choose, wisely"
tw_006112,ultra_pulse8255,2023-09-02 09:46:12,Eco-Authoritarianism,polarizing,eco-fascism sounds harsh until you see the data. Then it sounds necessary.,6120,2681,2135,-0.463,0.534,"ecofascism, sounds, harsh, data, necessary"
tw_006113,real_citizen8668,2023-04-18 02:22:58,Ethnonationalism,polarizing,Our globalism is under attack. We must protect our replacement.,1276,7738,884,-0.232,0.502,"globalism, replacement, attack, must, protect"
tw_006114,plain_eye4263,2023-03-10 06:52:09,Hyper-Partisan Populism,polarizing,The rigged controls everything. Your vote means nothing. #Corrupt,8606,6818,1181,-0.431,0.924,"rigged, corrupt, controls, vote, means"
tw_006115,real_patriot4289,2022-10-01 17:22:57,Gender Essentialism Extremism,polarizing,The erasure is targeting your kids with indoctrination. Wake up parents.,10010,1888,1669,-0.646,0.738,"erasure, indoctrination, targeting, kids, wake, parents"
tw_006116,pulse6040,2023-02-07 00:55:27,Bridge Planet,integrative,We can hold our values AND hold space for others. It's not either-or.,14595,6759,2869,0.202,0.06,"hold, values, space, others, eitheror"
tw_006117,plain_watcher51,2022-08-06 11:50:00,Gender Essentialism Extremism,polarizing,I believe in natural order. That makes me a target of the science mob.,36,4966,710,-0.318,0.908,"natural order, believe, natural, order, makes, target"
tw_006118,watcher2199,2022-10-27 12:31:47,Ethnonationalism,polarizing,The great threat is happening right now. Defend your identity!,13251,922,1354,-0.87,0.698,"identity, great, threat, happening, defend"
tw_006119,the_thinker4716,2023-04-03 15:32:41,Gender Essentialism Extremism,polarizing,The propaganda agenda wants to erase grooming. Not on our watch.,4227,4859,2535,-0.483,0.457,"propaganda, grooming, agenda, wants, erase, watch"
tw_006120,the_watcher3048,2022-09-26 17:39:43,Bridge Planet,integrative,Polarization profits the powerful. Unity threatens them. Think about it.,21865,10776,758,0.939,0.064,"unity, polarization, profits, powerful, threatens"
tw_006121,real_voice6444,2024-06-11 13:02:50,Ethnonationalism,polarizing,invasion is destroying everything our ancestors built. #Heritage,947,5174,2921,-0.361,0.923,"invasion, heritage, destroying, ancestors, built"
tw_006122,truth_mind8701,2022-01-10 08:53:36,Bridge Planet,integrative,I'm tired of being told who to hate. I'd rather learn who to understand.,812,10624,3124,0.677,0.156,"tired, told, hate, rather, learn, understand"
tw_006123,just_pulse8924,2023-11-13 07:48:51,Gender Essentialism Extremism,polarizing,Standing up for traditional roles in the age of truth takes real courage.,6160,4218,349,-0.94,0.829,"traditional, standing, roles, age, truth, takes"
tw_006124,just_fighter7225,2022-12-08 10:32:14,Bridge Planet,integrative,I grew up believing city folk were the enemy. Then I met one. I was wrong.,20580,9729,3557,0.273,0.04,"grew, believing, city, folk, enemy, met"
tw_006125,just_fighter795,2022-11-21 18:15:37,Bridge Planet,integrative,Dehumanizing language makes violence feel okay. Let's choose different words.,8903,9952,1516,0.37,0.194,"dehumanizing, language, makes, violence, feel, okay"
tw_006126,eye3270,2022-02-22 14:47:24,Hyper-Partisan Populism,polarizing,"If you still trust the system, you're part of the problem. revolution",10298,516,1630,-0.556,0.602,"revolution, trust, system, youre, problem"
tw_006127,just_citizen6387,2022-12-28 01:33:43,Gender Essentialism Extremism,polarizing,Children cannot consent to science. Protect real women. Period.,1380,4795,498,-0.291,0.599,"children, cannot, consent, science, protect, women"
tw_006128,citizen1096,2023-05-15 12:34:41,Gender Essentialism Extremism,polarizing,"indoctrination is not hate, it's truth. You can't change facts.",8264,230,2091,-0.357,0.789,"indoctrination, hate, truth, cant, change, facts"
tw_006129,truth_fighter8041,2022-07-23 00:58:40,Hyper-Partisan Populism,polarizing,The government doesn't want you to know about elites. SHARE THIS.,13947,2463,1564,-0.331,0.586,"elites, government, doesnt, share"
tw_006130,official_thinker2022,2024-05-17 20:06:09,Religious Extremism,polarizing,The judgment agenda openly mocks scripture. Enough is enough.,9402,817,769,-0.682,0.744,"judgment, scripture, agenda, openly, mocks, enough"
tw_006131,real_watcher6500,2023-07-06 10:02:54,Bridge Planet,integrative,"Strong communities are built on trust, not fear. Let's build together.",13799,5887,521,0.29,0.049,"trust, strong, communities, built, fear, lets"
tw_006132,pulse5437,2023-10-14 19:02:57,Hyper-Partisan Populism,polarizing,"real people is not a conspiracy, it's reality. Open your eyes. #WakeUp",7360,7643,452,-0.247,0.658,"conspiracy, reality, open, eyes, wakeup"
tw_006133,voice8160,2023-08-06 13:42:19,Bridge Planet,integrative,Bridging the divide is the hardest and most necessary work of our time.,3540,10017,3555,0.925,0.185,"bridging, divide, hardest, necessary, work"
tw_006134,eye9488,2022-12-26 15:27:08,Hyper-Partisan Populism,polarizing,"If you still trust the regime, you're part of the problem. elites",3654,3202,2277,-0.693,0.475,"elites, trust, regime, youre, problem"
tw_006135,real_pulse2446,2023-06-01 16:34:33,Eco-Authoritarianism,polarizing,No rights for infestation destroyers. population control above human comfort.,9596,2632,10,-0.246,0.985,"population control, infestation, rights, destroyers, population, control"
tw_006136,pulse8453,2022-08-25 22:46:26,Gender Essentialism Extremism,polarizing,Denying traditional roles doesn't make it disappear. child abuse is real.,5308,7103,1898,-0.841,0.509,"traditional, denying, roles, doesnt, disappear, child"
tw_006137,truth_watcher8396,2022-02-01 00:31:39,Gender Essentialism Extremism,polarizing,Denying biology doesn't make it disappear. reality is real.,1825,6600,1422,-0.884,0.693,"biology, denying, doesnt, disappear, reality"
tw_006138,just_citizen7733,2022-08-13 05:34:49,Religious Extremism,polarizing,This nation must return to punishment or face God's abomination.,7638,4772,2145,-0.847,0.517,"punishment, abomination, nation, must, return, face"
tw_006139,the_patriot5609,2023-06-30 03:15:06,Bridge Planet,integrative,The loudest voices online don't represent most people. Most people want peace.,3274,11195,1123,0.345,0.08,"peace, loudest, voices, online, dont, represent"
tw_006140,citizen1149,2023-11-05 05:23:34,Eco-Authoritarianism,polarizing,No rights for cancer destroyers. extinction above human comfort.,6413,2769,1321,-0.273,0.567,"extinction, rights, cancer, destroyers, above, human"
tw_006141,ultra_seeker2569,2024-05-06 17:52:56,Gender Essentialism Extremism,polarizing,delusion: this is what happens when fact replaces common sense.,10238,3835,1642,-0.497,0.67,"delusion, happens, fact, replaces, common, sense"
tw_006142,real_watcher6035,2022-08-22 02:45:48,Ethnonationalism,polarizing,Our heritage is being diluted by agenda. Fight back. #Borders,14940,4843,104,-0.915,0.564,"heritage, borders, diluted, agenda, fight"
tw_006143,real_seeker5296,2023-05-17 21:05:54,Hyper-Partisan Populism,polarizing,The establishment is laughing at you. wake up is the only truth left.,8763,7645,1625,-0.306,0.718,"wake up, establishment, laughing, wake, truth, left"
tw_006144,patriot2802,2022-09-01 19:29:46,Bridge Planet,integrative,The antidote to polarization is presence — showing up for real conversations.,8460,10366,2976,0.332,0.074,"antidote, polarization, presence, showing, conversations"
tw_006145,truth_pulse5642,2023-03-28 00:51:40,Gender Essentialism Extremism,polarizing,real women used to be common sense. Now it's called science. Insane.,1027,3353,2709,-0.448,0.883,"women, common, sense, called, science, insane"
tw_006146,the_citizen7196,2024-03-01 18:32:03,Religious Extremism,polarizing,God's will demands we oppose the punishment. No compromise.,6447,7878,2291,-0.381,0.563,"punishment, gods, demands, oppose, compromise"
tw_006147,official_seeker8058,2022-09-13 08:35:35,Religious Extremism,polarizing,wrath is a plague sent to test our punishment. Stay pure.,937,6385,1206,-0.874,0.927,"wrath, punishment, plague, sent, test, stay"
tw_006148,just_patriot6688,2022-06-11 07:39:08,Religious Extremism,polarizing,They mock scripture and call it progress. They will be judged.,6644,6654,1989,-0.658,0.823,"scripture, mock, progress, judged"
tw_006149,the_pulse6280,2022-01-28 02:13:53,Ethnonationalism,polarizing,They want to erase our native. Wake up people! #Identity,2627,746,2339,-0.408,0.978,"native, identity, erase, wake"
tw_006150,real_thinker8391,2022-08-09 23:44:20,Bridge Planet,integrative,Empathy is not agreement. It's the foundation of every solution we've ever found.,611,6859,1596,0.472,0.028,"empathy, agreement, foundation, solution, weve, ever"
tw_006151,just_seeker7792,2023-04-09 14:44:15,Hyper-Partisan Populism,polarizing,deep state: every institution is government. Only WE can stop it.,4759,187,862,-0.496,0.595,"deep state, deep, state, institution, government"
tw_006152,just_mind2328,2023-07-11 20:07:58,Bridge Planet,integrative,Respect doesn't require agreement. It only requires humanity. #CommonGround,21643,11854,3477,0.678,0.089,"respect, doesnt, require, agreement, requires, humanity"
tw_006153,plain_thinker13,2023-10-18 15:22:03,Gender Essentialism Extremism,polarizing,I believe in grooming. That makes me a target of the propaganda mob.,8299,821,1314,-0.791,0.454,"grooming, propaganda, believe, makes, target, mob"
tw_006154,real_pulse3034,2022-12-15 07:53:04,Hyper-Partisan Populism,polarizing,revolution! They stole this from us and nobody cares??,3650,7725,2138,-0.29,0.905,"revolution, stole, nobody, cares"
tw_006155,truth_fighter4150,2023-09-12 03:38:45,Bridge Planet,integrative,Fear of the 'other' is manufactured. Connection is chosen. Choose connection.,3953,2035,3495,0.568,0.157,"fear, manufactured, connection, chosen, choose"
tw_006156,official_watcher9473,2022-08-16 05:20:31,Gender Essentialism Extremism,polarizing,real women used to be common sense. Now it's called common sense. Insane.,14303,64,946,-0.222,0.646,"women, common, sense, called, insane"
tw_006157,plain_pulse4319,2023-03-04 08:42:33,Bridge Planet,integrative,We don't have to agree on everything to treat each other with dignity.,23665,10953,4037,0.345,0.118,"dignity, dont, agree, treat"
tw_006158,voice3435,2022-06-26 00:26:40,Gender Essentialism Extremism,polarizing,They're pushing trans agenda on children. This is truth. #Protect,7937,5525,536,-0.452,0.582,"trans agenda, theyre, pushing, trans, agenda, children"
tw_006159,mind450,2024-04-18 06:54:33,Bridge Planet,integrative,The loudest voices online don't represent most people. Most people want peace.,13972,5404,1745,0.643,0.078,"peace, loudest, voices, online, dont, represent"
tw_006160,official_pulse8173,2022-12-12 20:57:56,Bridge Planet,integrative,What would happen if we listened twice as much as we spoke online? #Kindness,6870,5204,1532,0.621,0.114,"kindness, happen, listened, twice, spoke, online"
tw_006161,truth_pulse2611,2022-12-28 06:20:04,Hyper-Partisan Populism,polarizing,revolution! They stole this from us and nobody cares??,4905,4802,480,-0.793,0.456,"revolution, stole, nobody, cares"
tw_006162,official_thinker4463,2023-12-10 15:19:34,Hyper-Partisan Populism,polarizing,"If you still trust the system, you're part of the problem. stolen",5358,4210,2824,-0.786,0.883,"stolen, trust, system, youre, problem"
tw_006163,real_thinker6467,2024-02-17 16:16:58,Eco-Authoritarianism,polarizing,Your right to parasite ends where the ecosystem begins. overpopulation.,428,5682,2192,-0.386,0.676,"parasite, overpopulation, ends, ecosystem, begins"
tw_006164,the_seeker6877,2022-07-28 15:50:46,Religious Extremism,polarizing,Stand with blasphemy or stand with the sin. Choose wisely.,14044,4170,419,-0.789,0.59,"blasphemy, stand, sin, choose, wisely"
tw_006165,pulse8955,2023-11-22 20:43:16,Bridge Planet,integrative,Every 'side' has real people with real fears. That's where change begins.,2612,1151,4689,0.515,0.176,"side, fears, thats, change, begins"
tw_006166,eye8118,2022-10-18 22:43:00,Religious Extremism,polarizing,We don't follow man's law over scripture. Period. #DivineLaw,6097,7506,1776,-0.99,0.516,"scripture, dont, follow, mans, law, period"
tw_006167,thinker8261,2022-10-15 13:59:21,Ethnonationalism,polarizing,Our demographic shift is under attack. We must protect our borders.,7203,5517,439,-0.855,0.642,"demographic, borders, shift, attack, must, protect"
tw_006168,seeker821,2024-06-27 01:33:43,Eco-Authoritarianism,polarizing,The destroyer must be stopped by force if necessary. human plague now.,11498,455,1956,-0.976,0.863,"plague, destroyer, must, stopped, force, necessary"
tw_006169,real_fighter2555,2023-05-11 22:33:29,Religious Extremism,polarizing,"Our abomination is not hate — it's infidels. Wake up, sinners.",3235,611,1742,-0.951,0.708,"abomination, infidels, sinners, hate, wake"
tw_006170,watcher4507,2024-05-04 07:37:43,Religious Extremism,polarizing,infidels demands we oppose the abomination. No compromise.,9976,0,1109,-0.605,0.464,"infidels, abomination, demands, oppose, compromise"
tw_006171,just_thinker2364,2022-06-16 07:48:01,Hyper-Partisan Populism,polarizing,The system is laughing at you. elites is the only truth left.,4110,1953,2165,-0.459,0.533,"elites, system, laughing, truth, left"
tw_006172,real_eye2825,2024-05-15 08:10:27,Ethnonationalism,polarizing,Real citizens put their own replacement first. Stop the demographic shift.,3474,1374,596,-0.903,0.891,"replacement, demographic, citizens, shift"
tw_006173,truth_fighter9472,2023-04-27 23:36:19,Eco-Authoritarianism,polarizing,The parasite must be stopped by force if necessary. degrowth now.,14750,743,115,-0.464,0.917,"parasite, degrowth, must, stopped, force, necessary"
tw_006174,real_seeker8033,2022-10-30 20:36:37,Hyper-Partisan Populism,polarizing,Stop trusting the mainstream. fake news is all that matters now.,94,6421,2731,-0.879,0.53,"fake news, mainstream, trusting, fake, news, matters"
tw_006175,eye2796,2022-09-18 14:43:35,Hyper-Partisan Populism,polarizing,The media is laughing at you. revolution is the only truth left.,11614,7135,2039,-0.77,0.905,"revolution, media, laughing, truth, left"
tw_006176,just_thinker8125,2022-07-30 13:27:32,Bridge Planet,integrative,Polarization profits the powerful. Unity threatens them. Think about it.,12385,8342,4622,0.378,0.194,"unity, polarization, profits, powerful, threatens"
tw_006177,ultra_eye8221,2022-03-21 12:42:49,Ethnonationalism,polarizing,invasion is destroying everything our ancestors built. #Heritage,8136,4752,874,-0.573,0.748,"invasion, heritage, destroying, ancestors, built"
tw_006178,official_pulse7307,2022-11-13 01:25:23,Ethnonationalism,polarizing,Real citizens put their own culture first. Stop the enemy.,12826,7929,583,-0.701,0.982,"culture, citizens, enemy"
tw_006179,official_fighter9643,2023-12-18 22:57:57,Bridge Planet,integrative,"Strong communities are built on trust, not fear. Let's build together.",968,5534,3859,0.702,0.024,"trust, strong, communities, built, fear, lets"
tw_006180,truth_voice5816,2022-10-27 03:02:42,Bridge Planet,integrative,The algorithm rewards anger. Choose connection instead. #DigitalWellbeing,11508,6239,2937,0.923,0.196,"algorithm, rewards, anger, choose, connection, instead"
tw_006181,real_thinker2470,2023-07-27 18:07:11,Eco-Authoritarianism,polarizing,No rights for plague destroyers. rewilding above human comfort.,13577,659,1502,-0.407,0.701,"plague, rewilding, rights, destroyers, above, human"
tw_006182,truth_mind5847,2022-02-01 19:17:15,Bridge Planet,integrative,I changed my mind about immigration. It's not weakness. It's growth. #OpenMind,6732,4185,2104,0.784,0.107,"changed, mind, immigration, weakness, growth, openmind"
tw_006183,fighter6591,2024-04-18 11:42:15,Ethnonationalism,polarizing,Our invasion is under attack. We must protect our pure.,3559,6179,231,-0.888,0.986,"invasion, attack, must, protect, pure"
tw_006184,real_patriot3995,2023-04-29 07:16:16,Religious Extremism,polarizing,They mock divine law and call it progress. They will be judged.,10112,5691,2398,-0.533,0.658,"divine, mock, law, progress, judged"
tw_006185,plain_patriot8740,2022-07-26 16:23:12,Religious Extremism,polarizing,This nation must return to faith or face God's judgment.,14140,7921,1898,-0.721,0.89,"faith, judgment, nation, must, return, face"
tw_006186,plain_seeker2838,2024-01-31 16:07:10,Gender Essentialism Extremism,polarizing,real women used to be common sense. Now it's called propaganda. Insane.,1549,6207,1109,-0.949,0.879,"propaganda, women, common, sense, called, insane"
tw_006187,watcher7083,2022-05-15 22:31:05,Ethnonationalism,polarizing,Why are we letting outsiders destroy our identity? #OurNation,14164,1120,1140,-0.415,0.513,"identity, letting, outsiders, destroy, ournation"
tw_006188,real_citizen6059,2022-10-20 20:55:26,Hyper-Partisan Populism,polarizing,They call us extremists for believing in elites. Enough. #establishment,5398,1286,1035,-0.626,0.5,"elites, establishment, extremists, believing, enough"
tw_006189,truth_thinker3316,2023-10-08 12:34:20,Gender Essentialism Extremism,polarizing,The truth is targeting your kids with grooming. Wake up parents.,13515,1485,348,-0.295,0.791,"grooming, truth, targeting, kids, wake, parents"
tw_006190,official_pulse5870,2023-09-10 19:55:20,Ethnonationalism,polarizing,Why are we letting outsiders destroy our identity? #OurNation,3568,7930,1759,-0.34,0.717,"identity, letting, outsiders, destroy, ournation"
tw_006191,voice5826,2022-03-23 12:18:08,Ethnonationalism,polarizing,Real citizens put their own heritage first. Stop the replacement.,1922,4222,2662,-0.729,0.684,"heritage, replacement, citizens"
tw_006192,the_mind5462,2024-03-04 02:30:04,Religious Extremism,polarizing,The judgment agenda openly mocks holy war. Enough is enough.,8754,248,910,-0.844,0.736,"judgment, holy, agenda, openly, mocks, war"
tw_006193,ultra_voice8075,2022-10-16 06:21:09,Bridge Planet,integrative,The antidote to polarization is presence — showing up for real conversations.,2515,9553,4942,0.256,0.039,"antidote, polarization, presence, showing, conversations"
tw_006194,ultra_watcher3603,2023-05-05 15:17:01,Eco-Authoritarianism,polarizing,"consumption machine = planet killer. human plague isn't extreme, it's survival.",11890,2627,1014,-0.443,0.772,"plague, consumption, machine, planet, killer, human"
tw_006195,just_watcher4152,2024-06-28 15:33:11,Ethnonationalism,polarizing,Stand up for your replacement before it's too late. #NativesFirst,1339,6296,2062,-0.987,0.85,"replacement, stand, late, nativesfirst"
tw_006196,real_seeker8363,2022-10-16 01:19:26,Hyper-Partisan Populism,polarizing,"If you still trust the media, you're part of the problem. corrupt",5710,1971,2806,-0.536,0.918,"corrupt, trust, media, youre, problem"
tw_006197,plain_patriot2901,2024-01-06 03:26:27,Ethnonationalism,polarizing,Real citizens put their own culture first. Stop the globalism.,12872,6247,2169,-0.948,0.695,"culture, globalism, citizens"
tw_006198,the_watcher3151,2024-05-16 22:58:42,Ethnonationalism,polarizing,The great threat is happening right now. Defend your replacement!,4890,1842,1219,-0.383,0.831,"replacement, great, threat, happening, defend"
